Date_target,Actual_Return,Position,Strategy_Return,Strategy_NAV,BuyHold_NAV
2023-04-12,0.018955279875836988,-1.0,-0.018955279875836988,0.9812232416868515,1.0191360717066473
2023-04-13,-0.00873606386285562,-1.0,0.00873606386285562,0.9898328227589718,1.0102716105257947
2023-04-14,0.004030769059586438,-1.0,-0.004030769059586438,0.9858510654060014,1.014352000104774
2023-04-17,-0.01749152639822538,-1.0,0.01749152639822538,1.0032468008021418,0.9967637067972248
2023-04-18,-0.0015539027099905924,-1.0,0.0015539027099905924,1.0048069605790184,0.9952160357485497
2023-04-19,-0.020424908276372868,-1.0,0.020424908276372868,1.0255410759757753,0.9750950239106965
2023-04-20,-0.024836989756020837,-1.0,0.024836989756020837,1.051331380163145,0.9511748806021758
2023-04-21,0.00898320776769644,-1.0,-0.00898320776769644,1.041929345385413,0.9597579763242937
2023-04-24,0.015131976823006441,-1.0,-0.015131976823006441,1.0262815840407828,0.9743914492382253
2023-04-25,-0.02381930716981419,-1.0,0.02381930716981419,1.0510203609599316,0.9514563534113335
2023-04-26,-0.033993378007582085,-1.0,0.033993378007582085,1.0873622862783192,0.9196566890531661
2023-04-27,0.006861305480174958,-1.0,-0.006861305480174958,1.079927098182115,0.9259884317037146
2023-04-28,0.025355832508257625,-1.0,-0.025355832508257625,1.0528888843677662,0.9497678386076565
2023-05-01,-0.014174007180748318,-1.0,0.014174007180748318,1.067918804444698,0.9364007786340882
2023-05-02,-0.054025540387353785,-1.0,0.054025540387353785,1.1272006432166544,0.887153503697739
2023-05-03,-0.044430100076951085,-1.0,0.044430100076951085,1.17841150848155,0.8485999948257096
2023-05-04,0.006445760401040478,-1.0,-0.006445760401040478,1.170840177949655,0.8540875337496311
2023-05-05,0.037667073523529444,-1.0,-0.037667073523529444,1.1275583225644643,0.8868720845637929
2023-05-08,0.01932660277326006,-1.0,-0.01932660277326006,1.1059756821071471,0.9041790124126073
2023-05-09,0.009447922633489923,-1.0,-0.009447922633489923,1.095575715827588,0.9127621081347252
2023-05-10,-0.007426977493639411,-1.0,0.007426977493639411,1.1037428229305075,0.9060081562704402
2023-05-11,-0.017863204463481844,-1.0,0.017863204463481844,1.12363635881145,0.8899676413619892
2023-05-12,-0.01883235209870723,-1.0,0.01883235209870723,1.1449975840865112,0.8733642881856458
2023-05-15,0.014713234771474664,-1.0,-0.014713234771474664,1.128274294349155,0.8863092999711121
2023-05-16,-0.007169643611633441,-1.0,0.007169643611633441,1.1363926871510335,0.879977503645352
2023-05-17,0.03240802049937566,-1.0,-0.03240802049937566,1.1001548200236417,0.9089629766640577
2023-05-18,-0.008706484743445873,-1.0,0.008706484743445873,1.1097751199062267,0.901083455614411
2023-05-19,-0.0021885171620354663,-1.0,0.0021885171620354663,1.112206541435551,0.8991135753519994
2023-05-22,0.00015645601198915416,-1.0,-0.00015645601198915416,1.1120325436474248,0.8992542580813667
2023-05-23,0.014909468290103724,-1.0,-0.014909468290103724,1.0955757158275883,0.9127621081347252
2023-05-24,0.012104658282519509,-1.0,-0.012104658282519509,1.0823940866734494,0.923877922387147
2023-05-25,-0.024201679471242327,-1.0,0.024201679471242327,1.1089094048333867,0.9017869229364591
2023-05-26,0.011017362077227788,-1.0,-0.011017362077227788,1.0967592028978512,0.9117771680035194
2023-05-30,-0.03934423690606759,-1.0,0.03934423690606759,1.1407704745612042,0.8766005277132095
2023-05-31,-0.027171575846606393,-1.0,0.027171575846606393,1.1721919584824037,0.8531025936184253
2023-06-01,0.03117638701506476,-1.0,-0.03117638701506476,1.1362110401548273,0.8801181863747193
2023-06-02,0.025257890132107705,-1.0,-0.025257890132107705,1.1078721434816132,0.9026312340135092
2023-06-05,-0.0018724103815936021,-1.0,0.0018724103815936021,1.1099484780531284,0.900942719209832
2023-06-06,-0.0037552518600890913,-1.0,0.0037552518600890913,1.114124450145992,0.8975657969529011
