Date_target,Actual_Return,Pred_Return,RiskLevel,Signal,TrueDirection,PredDirection
2023-05-31,-0.027171575846606393,0.0010303849045525102,LOW,LONG,DOWN,UP
2023-06-01,0.03117638701506476,0.0021674338411132197,MEDIUM,LONG,UP,UP
2023-06-02,0.025257890132107705,0.0025773426970842625,HIGH,LONG,UP,UP
2023-06-05,-0.0018724103815936021,0.0027339639862494487,HIGH,LONG,DOWN,UP
2023-06-06,-0.0037552518600890913,0.002979007312595593,HIGH,LONG,DOWN,UP
2023-06-07,0.014319282314944294,0.003372382269430972,HIGH,LONG,UP,UP
2023-06-08,-0.01950596319280785,0.0031844442859561063,HIGH,LONG,DOWN,UP
2023-06-09,-0.00838676933991773,0.0027246193272934052,HIGH,LONG,DOWN,UP
2023-06-12,-0.04368639103365808,0.002773913478493286,HIGH,LONG,DOWN,UP
2023-06-13,0.03105328278806812,0.003193447844839163,HIGH,LONG,UP,UP
2023-06-14,-0.005001180957882786,0.0034973472472572867,HIGH,LONG,DOWN,UP
2023-06-15,0.025232862120753194,0.003589551046117013,HIGH,LONG,UP,UP
2023-06-16,0.014715335024382634,0.003766763656862136,HIGH,LONG,UP,UP
2023-08-03,0.1280384940463054,0.0035029019877936877,HIGH,LONG,UP,UP
2023-08-04,0.008847829101217144,0.0026488298571633235,HIGH,LONG,UP,UP
2023-08-07,0.00040645999032376225,0.0015340755179817918,MEDIUM,LONG,UP,UP
2023-08-08,0.0032458490524185546,0.0013058558404528756,LOW,LONG,UP,UP
2023-08-09,0.013944995931908974,0.0009426346862109557,LOW,LONG,UP,UP
2023-08-10,-0.012056429407605004,0.0006378550973001462,LOW,FLAT,DOWN,UP
2023-08-11,0.0006736686382865583,0.00038239338828994726,LOW,FLAT,UP,UP
2023-08-14,-0.005943586977752165,0.00047972036194155577,LOW,FLAT,DOWN,UP
2023-08-15,-0.01625378689757854,0.0003969138700926169,LOW,FLAT,DOWN,UP
2023-08-16,-0.017362752340797996,0.00045953465283971365,LOW,FLAT,DOWN,UP
2023-08-17,0.008510697821235626,0.0005935669604322959,LOW,FLAT,UP,UP
2023-08-18,0.011190246419903169,0.00065378817831812,LOW,FLAT,UP,UP
2023-08-21,-0.002889168694806413,0.0005922225812315891,LOW,FLAT,DOWN,UP
2023-08-22,-0.004141978177517621,0.0008887950057775764,LOW,LONG,DOWN,UP
2023-08-23,-0.012809952010608331,0.0014328340502317105,LOW,LONG,DOWN,UP
2023-08-24,0.0007004700189953696,0.0017706046898974264,MEDIUM,LONG,UP,UP
2023-08-25,0.014458659800547261,0.0018682082512169133,MEDIUM,LONG,UP,UP
2023-08-28,-0.0005521646690655364,0.00165601953559648,MEDIUM,LONG,DOWN,UP
2023-08-29,0.012488956833895738,0.0015676508879921625,MEDIUM,LONG,UP,UP
2023-08-30,0.0046265419240497365,0.0017313885628105106,MEDIUM,LONG,UP,UP
2023-08-31,0.0188278004475025,0.0016765396710742288,MEDIUM,LONG,UP,UP
2023-09-01,0.02447813573510389,0.0018207412099732053,MEDIUM,LONG,UP,UP
2023-10-04,-0.01744194605883999,0.001201174452618912,LOW,LONG,DOWN,UP
2023-10-05,-0.02139403079149734,0.0019527625101789607,MEDIUM,LONG,DOWN,UP
2023-10-06,0.002295050573214618,0.003963874266212756,HIGH,LONG,UP,UP
2023-10-11,0.02015678586974237,0.004707730474944471,HIGH,LONG,UP,UP
2023-10-12,-0.0033092889564296495,0.005426100576048887,HIGH,LONG,DOWN,UP
2023-10-13,0.04624876757990632,0.005286483867043993,HIGH,LONG,UP,UP
2023-10-16,-0.0076248747174708295,0.0041959772939204375,HIGH,LONG,DOWN,UP
2023-10-17,0.0052166751771825426,0.0030220548833284288,HIGH,LONG,UP,UP
2023-10-18,0.013111550543380405,0.0030032825149637885,HIGH,LONG,UP,UP
2023-10-19,0.02278459145754226,0.002964273272486358,HIGH,LONG,UP,UP
2023-10-20,-0.012070640132825968,0.002157570858350616,MEDIUM,LONG,DOWN,UP
2023-10-23,-0.022684068089564084,0.001606165535363762,MEDIUM,LONG,DOWN,UP
2023-10-24,-0.025158547932485016,0.0015846517605429646,MEDIUM,LONG,DOWN,UP
2023-10-25,0.019693007674920365,0.0021999006358863833,MEDIUM,LONG,UP,UP
2023-10-26,-0.02021310800658612,0.0023163610990668596,MEDIUM,LONG,DOWN,UP
2023-10-27,0.018937779759304663,0.0018012458577582125,MEDIUM,LONG,UP,UP
2023-10-30,-0.02992254203180154,0.002040546097005916,MEDIUM,LONG,DOWN,UP
2023-10-31,-0.013636358927050672,0.0018068436065646854,MEDIUM,LONG,DOWN,UP
2023-11-01,-0.003605487635762514,0.00245707006982721,MEDIUM,LONG,DOWN,UP
2023-11-02,0.018949752785645084,0.002752880951384159,HIGH,LONG,UP,UP
2023-11-03,-0.0176128745766275,0.0024652750096263386,MEDIUM,LONG,DOWN,UP
2023-11-06,0.0008013513667661236,0.0022409965209842157,MEDIUM,LONG,UP,UP
2023-11-07,-0.04240292328881122,0.0025242675257275125,HIGH,LONG,DOWN,UP
2023-11-08,-0.022678633032617218,0.002628816922663668,HIGH,LONG,DOWN,UP
2023-11-09,0.0008544226887040801,0.0031468313292122288,HIGH,LONG,UP,UP
2023-11-14,0.03414354886923729,0.003668750033933167,HIGH,LONG,UP,UP
2023-11-15,-0.0187467284855328,0.003034324846171283,HIGH,LONG,DOWN,UP
2023-11-16,-0.047214354654269194,0.0034583639580462794,HIGH,LONG,DOWN,UP
