sample_index,before_vmd_return,after_vmd_return
0,0.00097483167907364,0.003178361276965277
1,0.0009738821011673338,0.0028180413777535974
2,0.0009729347839766422,0.0013823065223312904
3,0.0009719891019697169,0.0011528949349547141
4,0.0009710452565625527,-0.0006409041440237755
5,0.0009701030366313645,0.0003593619599438165
6,0.0009691630543888774,-0.00020052413146427522
7,-0.00909544341753954,-0.008027062678812202
8,-0.009178930061932267,-0.008502681719175462
9,-0.00926396312428035,-0.005749413900836951
10,-0.009350586613861567,-0.00689629795324825
11,-0.00943884535488726,-0.004724072171777933
12,-0.009528786308407255,-0.007045649977959227
13,-0.00962045737576378,-0.006628944338650399
14,0.008303826058345898,0.0028693976691164364
15,0.008235440393802085,0.0052577938711775825
16,0.008168171900985177,0.004840316278291033
17,0.008101993211926617,0.006297167483615612
18,0.008036878689355209,0.0066418156825399505
19,0.007972802244898824,0.0077922618917868605
20,0.007909739456404274,0.00857388672386253
21,0.010216773217247122,0.00981836172661658
22,0.010113446633841283,0.008794236962013735
23,0.010012188692610113,0.007166342806717482
24,0.00991293848203001,0.007573038683765673
25,0.00981563667946439,0.006189072886315134
26,0.00972022666523431,0.00742622687268388
27,0.009626653216718184,0.008011875748015778
28,0.0030124644999032224,0.003995685298956822
29,0.0030034166204946366,0.002757227534505159
30,0.002994423312628669,0.002692467368976788
31,0.002985483319474902,0.002047956129577255
32,0.002976596930717834,0.0016747008676354222
33,0.0029677629056044097,0.0010124173125203046
34,0.0029589815405401954,-0.001265176383083193
35,-0.006604233232284984,-0.005806232233038677
36,-0.006648139093418548,-0.005358013050936978
37,-0.006692632646151275,-0.004095775768074883
38,-0.006737725576302367,-0.005717579323573037
39,-0.006783430663876877,-0.005256593219872265
40,-0.006829759866381346,-0.007106171559392642
41,-0.00687672625537239,-0.006782645940645371
42,-0.00164595033770365,-0.0019402262029844933
43,-0.0016486641556766601,-0.0021681653756719624
44,-0.0016513865384931714,-0.003037530117632378
45,-0.001654118126900861,-0.0016920573594148398
46,-0.001656858767021152,-0.0016409989865055334
47,-0.0016596087042183294,-0.0005365469474310701
48,-0.0016623673832997232,0.0002295446440882416
49,-0.0004306384646302064,0.0010231627660297919
50,-0.00043082399401350724,0.0005708780528865355
51,-0.0004310096833268773,-0.0010211181798850035
52,-0.00043119573400141054,-0.001016279360718179
53,-0.0004313815426576495,-0.002677011356689986
54,-0.00043156771300356667,-0.0016025580353120229
55,-0.0004317540441088896,-0.00305465545363997
56,-0.013735709937512608,-0.012284168151722917
57,-0.013927007269666447,-0.012507600073735163
58,-0.01412370825723952,-0.009674897844735342
59,-0.014326045349502103,-0.011566849899396743
60,-0.01453426365957533,-0.009732895524796403
61,-0.014748624050135994,-0.012482571033073073
62,-0.01496940213447251,-0.011731149806977174
63,0.002803619313113348,-0.0019444919875534303
64,0.0027957807850937932,-0.0002405359520969352
65,0.0027879864086550743,-0.0005062554769982745
66,0.002780234929686598,0.00165913095729938
67,0.0027725268747809118,0.0025506472157768357
68,0.002764861002803709,0.003987945604627491
69,0.002757237843347138,0.005056806716793857
70,0.009842519685039353,0.008155558293213818
71,0.009746588693956948,0.008212131851438093
72,0.009652509652509744,0.00649178167210784
73,0.00956022944550683,0.007225309446982591
74,0.009469696969696795,0.005809889334599913
75,0.009380863039399667,0.007862619401391388
76,0.009293680297397744,0.008349561012930972
77,0.0007892660118682393,0.001590019492737924
78,0.0007886435623090104,0.0011961200670856736
79,0.0007880220937577231,0.0032369316921549074
80,0.0007874013997561935,0.0020885258968667713
81,0.0007867820905778089,0.0032045097082114412
82,0.000786163551175667,0.0012405501263586696
83,0.0007855459835555134,0.0006719595091755016
84,0.0072678644688644045,0.004671068263510657
85,0.0072154235449541915,0.00525432558718495
86,0.007163734369347585,0.0051129121518175575
87,0.007112780300646104,0.005866054970527709
88,0.007062545962849276,0.006436524141208667
89,0.007013016017138662,0.006860924033255546
90,0.006964176333331462,0.007267795757061373
91,0.011342259682416644,0.009911485394193236
92,0.011215055417866271,0.010361864614030361
93,0.011090673095950354,0.009307976220290904
94,0.010969019101558786,0.009715360348089128
95,0.010850005372650129,0.008548411201261612
96,0.010733546153967932,0.009554806579825766
97,0.010619560791334859,0.009814764043179974
98,0.003613716720487936,0.005433438232778764
99,0.0036007047933706016,0.004445921685333174
100,0.0035877862342794664,0.005078117991844659
101,0.003574960219333345,0.004313998046575722
102,0.0035622252283693534,0.004759400591583771
103,0.0035495808220149527,0.0038121330432119072
104,0.0035370258628451,0.003404897276797964
105,0.004999375153105889,0.005026640347890026
106,0.004974505558638986,0.005098890481099633
107,0.004949882514662773,0.004596337937926428
108,0.004925501686741773,0.0045837548593571625
109,0.0049013602011958035,0.004110771765074393
110,0.004877453871360071,0.004006576939321744
111,0.004853779954242521,0.00313190141178046
112,0.000579640067624565,0.0013996023479370039
113,0.0005793044486166465,0.0009382339036425682
114,0.0005789688804049842,0.0007142285683886644
115,0.0005786340381694899,0.00043592815539591703
116,0.0005782992457734615,0.00022285394143450827
117,0.0005779651776176564,0.0003043188437035634
118,0.0005776311583496341,0.0008319011342074125
119,0.0007216221586126004,0.0008885703269985275
120,0.0007211019638353466,0.0011648232270049163
121,0.0007205821823514924,0.0015407642177280596
122,0.0007200633175545867,0.001431059892119186
123,0.0007195451994512769,0.0015228568922285163
124,0.0007190279942037581,0.0010728902037817766
125,0.0007185111967658031,0.000567685913700832
126,7.179946389679337e-05,0.0005666692079742519
127,7.179447662419847e-05,0.00015126281788205927
128,7.178915503902594e-05,-0.00018892995923642706
129,7.178416922237751e-05,-0.00014493224441145883
130,7.177884914133514e-05,-6.184498798741329e-05
131,7.177386477996706e-05,0.00023380088995276536
132,7.176854620194462e-05,0.0006027354831084944
133,0.0013874269926323901,0.0013612765461221321
134,0.0013855048732209774,0.0017297157012669474
135,0.0013835877384504869,0.0015913593140436917
136,0.001381676068383797,0.0016318604771462099
137,0.0013797696736459475,0.0011586369634997635
138,0.0013778686987251376,0.0011668716865115142
139,0.001375972622823296,0.000673966079037306
140,-0.0027718550580431156,-0.0017326029082845042
141,-0.0027795594280654035,-0.002427591245425885
142,-0.002787307080037049,-0.0021145483677890977
143,-0.002795097876136743,-0.0024886796901106094
144,-0.0028029323463849565,-0.002067782317325054
145,-0.002810810690893284,-0.0024908171865896944
146,-0.002818733786122185,-0.002172807778471078
147,0.0020052668696093345,0.000435683531292182
148,0.0020012538216231945,0.0012423568827814792
149,0.0019972568038117977,0.0011166802407654595
150,0.00199327555220985,0.0015425502343329963
151,0.0019893104763792913,0.0014215257788062062
152,0.001985360976988204,0.001759499927777668
153,0.001981427128887825,0.0014657078822147165
154,-0.0008338892595064484,-3.105976199389138e-05
155,-0.0008345852111499852,-0.0004135563273013335
156,-0.0008352823254259567,-0.00043910922274382585
157,-0.0008359806052500307,-0.0008623285825554156
158,-0.0008366800535474228,-0.0009849808788871845
159,-0.0008373806732541178,-0.0012838175518948935
160,-0.0008380824673147602,-0.000833818414249984
161,4.79305485656667e-05,0.00039856634935937703
162,4.792841908729528e-05,1.9877738778662716e-05
163,4.792595432312474e-05,-0.0005971954307720944
164,4.792365753591987e-05,-0.0002312879461186264
165,4.7921360969205296e-05,-0.0005820855657937316
166,4.7919232339266316e-05,-0.00016121289293047694
167,4.79167684876991e-05,-0.000980332576823522
168,-0.006468460338755699,-0.00391351686606329
169,-0.006510573557896637,-0.004401574616653695
170,-0.006553239071708017,-0.004608533337360974
171,-0.006596467127927386,-0.005637813662311003
172,-0.006640269619210604,-0.0064100453229756745
173,-0.006684657374332881,-0.007172535955487894
174,-0.006729642904708566,-0.00782590642247678
175,-0.010514165290707922,-0.009593591845937449
176,-0.010625887629606035,-0.010040178895632869
177,-0.010740009766526004,-0.009517306828035026
178,-0.010856609681105023,-0.009696780797134888
179,-0.010975769507978295,-0.008924651718699687
180,-0.011097573921437731,-0.00942340792583596
181,-0.011222112140471308,-0.00914081257433882
182,-0.005011105612438449,-0.0057785173029461885
183,-0.00503634345098114,-0.005013518105472206
184,-0.005061836407055487,-0.0054746176629538994
185,-0.005087589142530158,-0.005147477171745773
186,-0.005113604870645938,-0.005785400384671575
187,-0.005139888422606043,-0.005477292794572023
188,-0.005166443169557167,-0.005759175081360695
189,-0.007719731577913169,-0.007766820694434434
190,-0.007779789662341274,-0.008295625715092295
191,-0.007840789154720751,-0.008052118981361952
192,-0.00790275297453602,-0.008024444030621532
193,-0.007965703965241544,-0.007301100169142629
194,-0.008029666111186495,-0.007017249365253168
195,-0.008094663350784015,-0.0059589778862730435
196,-0.0030268859576235707,-0.0032065037178014284
197,-0.0030360756045096915,-0.002141698454974774
198,-0.0030453216396058025,-0.0022181685877180977
199,-0.0030546237423966227,-0.002183045009619324
200,-0.003063983268064674,-0.002798889066468438
201,-0.0030733999036721693,-0.0030259578526452453
202,-0.003082875022388687,-0.004029326936913054
203,-0.009853262096774174,-0.007145025213479375
204,-0.00995131522612891,-0.009164797601553216
205,-0.010051339055175634,-0.009610950953204182
206,-0.010153394482167344,-0.009601205169934795
207,-0.010257543145452463,-0.009291846235260599
208,-0.010363851015326886,-0.008906619054772047
209,-0.010472385030335207,-0.008194025249198563
210,-0.004461232961021189,-0.006099868785047276
211,-0.0044812245196075295,-0.0041812600387592285
212,-0.004501396517019973,-0.003513421542659689
213,-0.004521750478877817,-0.0033328189165778717
214,-0.004542289811044542,-0.003458649577354522
215,-0.00456301612058907,-0.0036145684511864457
216,-0.004583932913515776,-0.004643950196272432
217,-0.006890756235294226,-0.007776791723675502
218,-0.006938568454429528,-0.007439194819657495
219,-0.006987048330639456,-0.005385306072687889
220,-0.00703621067468807,-0.005779171913895274
221,-0.0070860697543350115,-0.0034549754880685993
222,-0.007136640730325272,-0.0043494408214437294
223,-0.0071879382192977515,-0.0012598647660032492
224,0.01684619456118641,0.011647448770698999
225,0.01656710193861377,0.012974550598288647
226,0.016297106120215732,0.010850091402048179
227,0.016035769718554027,0.01349221575033449
228,0.015782682028675277,0.012263682104088331
229,0.015537459249801877,0.014702254001315033
230,0.015299740160525488,0.013639374376229425
231,0.002622101503759522,0.005979902827066205
232,0.002615244068354894,0.004199280948985546
233,0.00260842240712722,0.0035178387077044546
234,0.002601636021446252,0.0019463855037571227
235,0.002594885293809135,0.0009679497764235861
236,0.0025881692913773957,0.0008948656404654311
237,0.0025814879635039922,0.0008908042219840867
238,-0.004405149619978288,-0.002751200267836721
239,-0.004424641042942379,-0.002463144291482516
240,-0.004444305280377203,-0.0003991408043270714
241,-0.004464145304928224,-0.0012640017648856213
242,-0.004484163261297747,-0.00022520712261241927
243,-0.0045043617759392696,-0.002612937654327194
