sample_index,before_vmd_return,after_vmd_return
0,-0.055304097932430185,-0.030245715628837027
1,-0.03938273775470058,-0.007859273280123218
2,0.01772862136834985,0.009914227963099268
3,0.009798496984426919,0.0032635180301701892
4,-0.014555178518585343,-0.014385518307147337
5,-0.04759304193401803,-0.017839168430915292
6,0.012062090388387015,-0.0015767099656450252
7,0.03688987443649605,0.012166379794137467
8,-0.04488230291618667,0.008593985386614104
9,0.050429749128467316,-0.0029983485872878976
10,-0.04637208865289888,-0.013244587506840997
11,0.016590441826192626,-0.010457676271432202
12,-0.020258897078096583,-0.0008273381669292325
13,-0.023549675531620018,0.007082220988687353
14,-0.007647009456858922,0.004968582410918924
15,0.02015401471993683,-0.0068887827728706
16,-0.03776871894878375,-0.011038335802688082
17,0.007246427723635707,0.00886123316456752
18,0.06834528589874767,0.032504744435938156
19,0.044893443216025286,0.029037473976404705
20,0.053705690382835236,0.003599044054560215
21,-0.068297660309389,-0.009556595296530915
22,0.0410284448483591,0.009617062162017975
23,0.02312131428443709,0.02716441482821662
24,0.015408379814549233,0.014722885269137223
25,-0.04198279739442867,-0.01283551565822242
26,-0.022703288967841462,-0.019489999097312628
27,0.036196654133397566,-0.001510430434008702
28,0.022940590566042918,0.011870604416314216
29,0.008664631448638938,0.003953403648471771
30,-0.026781236085222537,-0.013855973057586835
31,-0.008307364772103032,-0.020789846823634765
32,-0.023560248898006897,-0.012887481236089158
33,-0.02895437100396392,0.0005414361773999447
34,-0.003865250826342148,0.007842488957140016
35,0.03381367361671761,0.0031677736628873683
36,-0.033243911236799484,-0.006313802039239511
37,0.003882401118046941,-0.004163848258294773
38,0.012154657940213198,0.008031882387953479
39,0.009279480301627618,0.01654641749672625
40,0.028123335002736116,0.011037560369095832
41,-0.015781227816788146,-0.004821102869189231
42,-0.02512022107711076,-0.01330533709565564
43,0.0060307352923183455,-0.007745172009219274
44,-0.023978230240362275,-0.0005440360746459504
45,-0.007816828076001703,-0.0030264284939381034
46,-0.018570619876482786,-0.015041203413987212
47,-0.03669732095175382,-0.023118355887585054
48,-0.026785647382538524,-0.01735102316692906
49,-0.02385323145097662,-0.0023792997618548497
50,0.05012532511420642,0.0071824594677293244
51,-0.040572810017267424,0.0010455130177345904
52,0.02176619298074356,-0.005765654637411404
53,0.02130251825737761,-0.00200019886365796
54,0.0005959611723851399,0.010218639967250465
55,0.03394875900793348,0.018463552244439057
56,0.04896304402283547,0.012158237158435356
57,-0.05875890986378951,-0.0012812424155830698
58,0.005250884235284525,-0.00499158013633452
59,-0.022634904237369358,0.0011655778085506475
60,0.04394297888438237,0.010876084443838849
61,-0.0011376824715852996,0.012171217406400906
62,0.04954446843354199,0.006593382827233774
63,0.03418335053362287,-9.084062015305219e-05
64,-0.05194122764206566,-0.0019651511098733453
65,-0.0022135588740583856,0.0029082712654135675
66,0.0210759371211815,0.005711978272978563
67,0.004888655803033215,0.0039746577556057025
68,0.01729728080130921,0.003322818967022048
69,0.04729008523274314,0.0057424597657413715
70,0.011669277537722067,0.00563200004958452
71,-0.005015064131965619,-6.741825510122007e-06
72,0.002520122816330961,-0.0064659917048184535
73,-0.022121600815029563,-0.005594569364377873
74,-0.0046272570209549,0.001878490762790612
75,0.020661136669406943,0.003567859990156759
76,-0.004554663539747539,-0.003268950665858219
77,-0.007625806708107308,-0.005792167871304253
78,0.004098356651125901,0.0014643807828321415
79,0.026530635083828358,0.00921759212212396
80,0.01938366666903657,0.007545840242091971
81,-0.0053632671440276836,0.0004245140963895764
82,-0.005882300692582665,-0.0009847716412866503
83,0.02366861567970302,0.0041502698237942635
84,0.0028901476532217085,0.005858259006825955
85,-0.02977900773163289,0.0019461968917811611
86,0.010891054705211678,-0.0018182452331813156
87,-0.001958908686478522,-0.0035071252241906867
88,0.01766440751600218,-0.0018236375557562456
89,-0.006268040607581571,0.0011667246599043387
90,-0.0038816070517666557,0.0021718364763633276
91,-0.00048710319276024094,-0.0028663849134392227
92,-0.003898631672582975,-0.010904786739579134
93,-0.03962824619017846,-0.011108529919121039
94,0.010697962343320322,0.00042578791921487735
95,0.03326612108548899,0.008380454664445584
96,-0.012195121951219523,0.0014088261642800385
97,-0.02765429461443869,-0.00975945349442996
98,-0.010665362423838087,-0.00963644105842282
99,0.0041067723606769135,0.002141972173147553
100,0.038343559329124144,0.01139012627330784
101,0.002461897869225682,0.008026013422700696
102,0.015717076877764136,-0.0006857815063810288
103,-0.02466151940791772,-0.0062636444924142765
104,-0.025285088098797037,-0.004227919090111451
105,0.012207516428325738,0.0020720747615826677
106,-0.009547765713557865,0.006247398769293224
107,0.025367834765344766,0.006986265984620946
108,0.021276611808763057,0.0025335734615226616
109,-0.007267423593311895,-0.0027643622295783687
110,-0.01073691145983291,-0.0019268071987462647
111,-0.005920120203422918,0.004367262687842731
112,0.0054590874657092225,0.008145786878154771
113,-0.0024679735362440613,0.004086454471705855
114,0.0074221441204394,-0.002501219015912535
115,-0.016699417602916267,-0.002734738530358246
116,0.006992976346019253,0.004696449302163348
117,0.015376957752416764,0.008141580086124454
118,-0.012701526018724096,0.0007912824392874577
119,-0.01138048256583235,-0.008332307116998956
120,0.0,-0.009493819146582833
121,-0.023523489695830402,-0.0034985140685914245
122,0.018964578551723177,2.4804561098565846e-05
123,-0.03923535272759027,-0.0069211765324749645
124,-0.008900527376893397,-0.015282267411616368
125,-0.06339148143655093,-0.015635784205738287
126,0.0016920861489049255,-0.0060938611122227804
127,-0.021396456262273267,0.0007225291992103691
128,0.01898733829924404,0.00015834157157363022
129,-0.0022585550675595645,-0.0036452418097068858
130,-0.009054886628255598,-0.0024476982385423394
131,0.011993094330534193,0.0022550174156127684
132,-0.027652358358099982,0.0020907264135779516
133,-0.010446912940104358,-0.0016528416293813061
134,-0.003519030418017044,-0.004443481733293061
135,-0.01765740088887613,-0.002215605422122369
136,0.01318150427290643,0.0026286248595875816
137,-0.033707847425643256,0.0014945898818420093
138,-0.01223994865800404,-0.004159190781581722
139,-0.006815285449978337,-0.007582133638173977
140,-0.023705617706667237,-0.0026286722999290936
141,0.012779601777283212,0.00712501192439276
142,0.02460563913325764,0.008250543399984468
143,-0.0086206521934451,-0.0013554228298276023
144,-0.0316770320992551,-0.008774966606526548
145,-0.03143038911624563,-0.005015657297638117
146,0.007947012087916594,0.002780598951429598
147,-0.012483609114595118,0.0021853063865657817
148,-0.010645365951744923,-0.004486770794460869
149,-0.020847307890260125,-0.0073734892591592
150,0.022664829271670017,-0.00503193153071029
151,-0.026863704699910618,-0.005646539319390641
152,-0.0034506688422816234,-0.008215427345722039
153,-0.02423818822480328,-0.009873542973367918
154,-0.007097259076420781,-0.010145692863134086
155,-0.00714792204656467,-0.01210124582831214
156,0.011519067203553002,-0.013980357075672868
157,-0.04412810513468435,-0.010665354280069896
158,-0.004467640971949516,-0.0010736827345544835
159,-0.010471229956700912,0.00190584796193024
160,-0.05593346914002062,-0.0037694308806478327
161,0.019215354324756406,-0.0021423080563091994
162,0.00314225584962724,0.014374907367615087
163,0.09240401794849351,0.034997789496019505
164,0.06666668945458376,0.034883166022525405
165,0.06787635894583377,0.015126195143715902
166,-0.0679672687458368,-0.00010834821327264724
167,0.01890612593098351,0.006169366761596438
168,0.01656726292061217,0.013046223502700242
169,-0.016949167294367573,0.0061479419510836585
170,-0.003978744446017091,-0.005416660983063241
171,-0.033954741234260344,-0.010463586931281549
172,0.028945559591235792,-0.007520739493552328
173,-0.018754231809924082,-0.006121752017563974
174,-0.01774739126127045,-0.005409320047750431
175,0.01250864122355555,-0.0024159297858726433
176,0.05422100057652446,-0.0006128847455272833
177,-0.008463549306422236,-0.004970127824148121
178,-0.040052506566764845,-0.008635496310745592
179,0.029411785809965396,-0.0052122904085819925
180,-0.008637881248729107,-0.0017620171847348908
181,-0.032171614842905205,-0.0020938675429274132
182,0.010387851562569717,-0.0034879532514464984
183,0.00891022022490251,-0.0028264851995645143
184,-0.023097836033974528,0.0011326278069283167
185,0.015994404757017522,0.006211065267031673
186,0.004791283377377997,0.00828079218506652
187,-0.006812014944881706,0.008470568760873678
188,0.013031586766244718,0.007789387279942606
189,0.015572074144075687,0.008308628438171744
190,0.04933331807454433,0.011925461125611958
191,-0.010800513263404476,0.01294108618382897
192,0.03018633461241249,0.008303777251263652
193,-0.003117278151821945,-0.0028450664073424352
194,-0.042526539164166266,-0.01122033100075577
195,-0.016329196155976278,-0.009051736959293056
196,-0.0006640258036653135,-0.0023771442440704673
197,0.005315609481208128,-0.0019683276370775033
198,0.005948456834576676,-0.010788861529945277
199,-0.025624200819997056,-0.017227513149062436
200,-0.006743114091988245,-0.01038853915546924
201,-0.020366547615995545,-1.4663442523154234e-05
202,0.005544000139581451,0.0007080263591471478
203,-0.016540300987759382,-0.005317723430715575
204,-0.018220057501146303,-0.003260812865423211
205,-0.013561779511318206,0.008662310553702663
206,0.06295223623520818,0.01624421257311546
207,-0.00408437492554492,0.01004867228779389
208,0.012303506751042859,0.0040361439207085474
209,-0.004051344896467746,0.006911859081677259
210,0.03593218528618225,0.010232220865065055
211,-0.028141319307330326,0.0009377734590265138
212,-0.024915880789814326,-0.011470682243128633
213,-0.017265193915979138,-0.01243391906025269
214,-0.010541083861953515,-0.004376528962166728
215,0.0007102435323880218,-0.0026955509075139612
216,-0.02342086019391887,-0.01239729703241536
217,-0.02979650004304013,-0.01912173814300909
218,-0.02172284296377669,-0.01134673992895741
219,0.02526798722076462,0.002711585635387784
220,-0.028379395421779585,0.006075957821092775
221,0.0030745550460660187,-2.6481335071845344e-06
